street	board	potBefore	toCall	position	stackBefore	action	holeCards
Flop	Qs 6d 4s	32.500	2.500	BigBlind	185.000	Call	JcKs
Turn	Qs 6d 4s 3s	35.000	0.000	BigBlind	182.500	Check	JcKs
Turn	Qs 6d 4s 3s	52.500	17.500	BigBlind	182.500	Raise:100.00	JcKs
Turn	Qs 6d 4s 3s	335.000	65.000	BigBlind	65.000	Call	JcKs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5cQh
Preflop	-	5.000	1.000	Button	198.000	Call	5cQh
Flop	Qd Jd Ts	9.000	3.000	Button	197.000	Raise:6.00	5cQh
Flop	Qd Jd Ts	30.000	6.000	Button	188.000	Fold	5cQh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	2c8c
Flop	Kd Qc 6h	5.000	0.000	BigBlind	197.500	Check	2c8c
Flop	Kd Qc 6h	9.000	4.000	BigBlind	197.500	Fold	2c8c
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7d7s
Preflop	-	5.000	1.000	Button	198.000	Call	7d7s
Flop	Qs 9c 2d	10.500	4.500	Button	197.000	Call	7d7s
Turn	Qs 9c 2d 8h	26.500	11.500	Button	192.500	Fold	7d7s
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	QcAh
Preflop	-	20.000	5.000	BigBlind	192.500	Call	QcAh
Flop	Ts 6d 3s	25.000	0.000	BigBlind	187.500	Check	QcAh
Flop	Ts 6d 3s	44.000	19.000	BigBlind	187.500	Call	QcAh
Turn	Ts 6d 3s 4s	63.000	0.000	BigBlind	168.500	Check	QcAh
Turn	Ts 6d 3s 4s	110.500	47.500	BigBlind	168.500	Fold	QcAh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9dTh
Preflop	-	5.000	1.000	Button	198.000	Call	9dTh
Flop	Ks 9h 5h	9.000	3.000	Button	197.000	Call	9dTh
Turn	Ks 9h 5h 6d	18.000	6.000	Button	194.000	Call	9dTh
River	Ks 9h 5h 6d Ac	36.000	12.000	Button	188.000	Raise:48.00	9dTh
River	Ks 9h 5h 6d Ac	192.000	48.000	Button	128.000	Call	9dTh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	8dJs
Flop	Qd Ts 4d	5.000	0.000	BigBlind	197.500	Check	8dJs
Flop	Qd Ts 4d	9.000	4.000	BigBlind	197.500	Call	8dJs
Turn	Qd Ts 4d Qc	13.000	0.000	BigBlind	193.500	Check	8dJs
Turn	Qd Ts 4d Qc	23.000	10.000	BigBlind	193.500	Fold	8dJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	KcJh
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	KcJh
Preflop	-	51.000	15.000	Button	182.000	Fold	KcJh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Jh6s
Flop	7d 5d 3h	5.000	0.000	BigBlind	197.500	Check	Jh6s
Flop	7d 5d 3h	7.500	2.500	BigBlind	197.500	Call	Jh6s
Turn	7d 5d 3h 5c	10.000	0.000	BigBlind	195.000	Raise:5.00	Jh6s
Turn	7d 5d 3h 5c	25.000	5.000	BigBlind	190.000	Call	Jh6s
River	7d 5d 3h 5c 8c	30.000	0.000	BigBlind	185.000	Check	Jh6s
River	7d 5d 3h 5c 8c	45.000	15.000	BigBlind	185.000	Fold	Jh6s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5hAs
Preflop	-	6.500	2.500	Button	198.000	Call	5hAs
Flop	Ac 8d 5d	16.000	7.000	Button	195.500	Call	5hAs
Turn	Ac 8d 5d 7d	40.500	17.500	Button	188.500	Raise:25.00	5hAs
Turn	Ac 8d 5d 7d	170.500	62.500	Button	146.000	Fold	5hAs
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	KcTd
Preflop	-	27.000	9.000	BigBlind	191.000	Call	KcTd
Flop	Ks Qc Ts	36.000	0.000	BigBlind	182.000	Check	KcTd
Flop	Ks Qc Ts	63.000	27.000	BigBlind	182.000	Call	KcTd
Turn	Ks Qc Ts 7s	90.000	0.000	BigBlind	155.000	Check	KcTd
Turn	Ks Qc Ts 7s	157.500	67.500	BigBlind	155.000	Fold	KcTd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4dTs
Preflop	-	5.000	1.000	Button	198.000	Call	4dTs
Flop	Kh 8d 6s	9.000	3.000	Button	197.000	Fold	4dTs
Preflop	-	4.000	2.000	BigBlind	199.000	Call	7c6s
Flop	5c 3h 2s	6.000	0.000	BigBlind	197.000	Check	7c6s
Flop	5c 3h 2s	10.500	4.500	BigBlind	197.000	Call	7c6s
Turn	5c 3h 2s 9d	15.000	0.000	BigBlind	192.500	Check	7c6s
Turn	5c 3h 2s 9d	26.500	11.500	BigBlind	192.500	Call	7c6s
River	5c 3h 2s 9d Ts	38.000	0.000	BigBlind	181.000	Check	7c6s
River	5c 3h 2s 9d Ts	57.000	19.000	BigBlind	181.000	Fold	7c6s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9cAs
Preflop	-	5.000	1.000	Button	198.000	Call	9cAs
Flop	Js Jh Tc	9.000	3.000	Button	197.000	Call	9cAs
Turn	Js Jh Tc Ts	18.000	6.000	Button	194.000	Call	9cAs
River	Js Jh Tc Ts 7d	36.000	12.000	Button	188.000	Fold	9cAs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Qc7s
Flop	Qs 6d 6c	5.000	0.000	BigBlind	197.500	Check	Qc7s
Flop	Qs 6d 6c	9.000	4.000	BigBlind	197.500	Call	Qc7s
Turn	Qs 6d 6c 7h	13.000	0.000	BigBlind	193.500	Check	Qc7s
Turn	Qs 6d 6c 7h	23.000	10.000	BigBlind	193.500	Call	Qc7s
River	Qs 6d 6c 7h Th	33.000	0.000	BigBlind	183.500	Check	Qc7s
River	Qs 6d 6c 7h Th	58.000	25.000	BigBlind	183.500	Call	Qc7s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4d5d
Preflop	-	5.000	1.000	Button	198.000	Call	4d5d
Flop	As Th 7h	9.000	3.000	Button	197.000	Fold	4d5d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Ah5s
Flop	Jc Ts 7c	5.000	0.000	BigBlind	197.500	Check	Ah5s
Flop	Jc Ts 7c	9.000	4.000	BigBlind	197.500	Fold	Ah5s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8c8d
Preflop	-	5.000	1.000	Button	198.000	Call	8c8d
Flop	As 8h 7d	9.000	3.000	Button	197.000	Raise:6.00	8c8d
Flop	As 8h 7d	30.000	6.000	Button	188.000	Raise:90.00	8c8d
Flop	As 8h 7d	306.000	90.000	Button	92.000	Raise:2.00	8c8d
Preflop	-	4.000	2.000	BigBlind	199.000	Call	6d5h
Flop	Tc 8d 3d	6.000	0.000	BigBlind	197.000	Check	6d5h
Flop	Tc 8d 3d	10.500	4.500	BigBlind	197.000	Fold	6d5h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	KdKh
Preflop	-	6.500	2.500	Button	198.000	Raise:13.50	KdKh
Preflop	-	53.000	17.000	Button	182.000	Raise:165.00	KdKh
Preflop	-	4.000	2.000	BigBlind	199.000	Call	Ac3d
Flop	Ts 3h 2c	6.000	0.000	BigBlind	197.000	Check	Ac3d
Flop	Ts 3h 2c	10.500	4.500	BigBlind	197.000	Raise:10.50	Ac3d
Flop	Ts 3h 2c	55.000	19.000	BigBlind	182.000	Call	Ac3d
Turn	Ts 3h 2c 4h	74.000	0.000	BigBlind	163.000	Check	Ac3d
Turn	Ts 3h 2c 4h	129.500	55.500	BigBlind	163.000	Fold	Ac3d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7c6d
Preflop	-	6.500	2.500	Button	198.000	Call	7c6d
Flop	Td 9h 6c	13.500	4.500	Button	195.500	Raise:9.00	7c6d
Flop	Td 9h 6c	45.000	9.000	Button	182.000	Call	7c6d
Turn	Td 9h 6c 5c	81.000	27.000	Button	173.000	Raise:146.00	7c6d
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	2c4d
Preflop	-	1.500	0.500	Button	199.500	Fold	2c6h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3cQc
Flop	Ac Kh 6h	5.000	0.000	BigBlind	197.500	Check	3cQc
Flop	Ac Kh 6h	7.500	2.500	BigBlind	197.500	Call	3cQc
Turn	Ac Kh 6h As	10.000	0.000	BigBlind	195.000	Check	3cQc
Turn	Ac Kh 6h As	15.000	5.000	BigBlind	195.000	Fold	3cQc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7cKh
Preflop	-	5.000	1.000	Button	198.000	Call	7cKh
Flop	As Kd 6c	9.000	3.000	Button	197.000	Call	7cKh
Turn	As Kd 6c Ad	18.000	6.000	Button	194.000	Raise:12.00	7cKh
Turn	As Kd 6c Ad	60.000	12.000	Button	176.000	Call	7cKh
River	As Kd 6c Ad Js	108.000	36.000	Button	164.000	Fold	7cKh
Preflop	-	4.000	2.000	BigBlind	199.000	Call	4hJh
Flop	Ad Qh 3d	6.000	0.000	BigBlind	197.000	Check	4hJh
Flop	Ad Qh 3d	10.500	4.500	BigBlind	197.000	Fold	4hJh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	TcTh
Preflop	-	6.500	2.500	Button	198.000	Call	TcTh
Flop	Qs Ts 3d	13.500	4.500	Button	195.500	Call	TcTh
Turn	Qs Ts 3d Qc	27.000	9.000	Button	191.000	Raise:18.00	TcTh
Turn	Qs Ts 3d Qc	90.000	18.000	Button	164.000	Call	TcTh
River	Qs Ts 3d Qc Kh	162.000	54.000	Button	146.000	Call	TcTh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	2c4c
Flop	Ac Jd 7d	5.000	0.000	BigBlind	197.500	Check	2c4c
Flop	Ac Jd 7d	9.000	4.000	BigBlind	197.500	Fold	2c4c
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5dQh
Preflop	-	5.000	1.000	Button	198.000	Call	5dQh
Flop	As Kd Kc	9.000	3.000	Button	197.000	Call	5dQh
Turn	As Kd Kc Ad	18.000	6.000	Button	194.000	Raise:12.00	5dQh
Turn	As Kd Kc Ad	60.000	12.000	Button	176.000	Fold	5dQh
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	JcTs
Preflop	-	27.000	9.000	BigBlind	191.000	Fold	JcTs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8hKs
Preflop	-	6.500	2.500	Button	198.000	Call	8hKs
Flop	Qc 7s 4d	16.000	7.000	Button	195.500	Fold	8hKs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	5dQs
Flop	Qd 6s 6d	5.000	0.000	BigBlind	197.500	Check	5dQs
Flop	Qd 6s 6d	9.000	4.000	BigBlind	197.500	Call	5dQs
Turn	Qd 6s 6d Ts	13.000	0.000	BigBlind	193.500	Check	5dQs
Turn	Qd 6s 6d Ts	23.000	10.000	BigBlind	193.500	Call	5dQs
River	Qd 6s 6d Ts 2d	33.000	0.000	BigBlind	183.500	Check	5dQs
River	Qd 6s 6d Ts 2d	58.000	25.000	BigBlind	183.500	Call	5dQs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3d8d
Preflop	-	5.000	1.000	Button	198.000	Call	3d8d
Flop	9c 7d 3h	9.000	3.000	Button	197.000	Raise:6.00	3d8d
Flop	9c 7d 3h	30.000	6.000	Button	188.000	Fold	3d8d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	2cKh
Flop	As Kc 4h	5.000	0.000	BigBlind	197.500	Check	2cKh
Flop	As Kc 4h	9.000	4.000	BigBlind	197.500	Call	2cKh
Turn	As Kc 4h 3s	13.000	0.000	BigBlind	193.500	Check	2cKh
Turn	As Kc 4h 3s	23.000	10.000	BigBlind	193.500	Call	2cKh
River	As Kc 4h 3s Tc	33.000	0.000	BigBlind	183.500	Check	2cKh
River	As Kc 4h 3s Tc	58.000	25.000	BigBlind	183.500	Fold	2cKh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5dJh
Preflop	-	5.000	1.000	Button	198.000	Fold	5dJh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	2c3c
Flop	Ah 9h 8s	5.000	0.000	BigBlind	197.500	Check	2c3c
Flop	Ah 9h 8s	9.000	4.000	BigBlind	197.500	Fold	2c3c
Preflop	-	1.500	0.500	Button	199.500	Fold	2h6s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	4dAh
Flop	Kh Js 8s	6.000	0.000	BigBlind	197.000	Check	4dAh
Flop	Kh Js 8s	10.500	4.500	BigBlind	197.000	Fold	4dAh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4dKd
Preflop	-	5.000	1.000	Button	198.000	Call	4dKd
Flop	6h 5s 3s	9.000	3.000	Button	197.000	Call	4dKd
Turn	6h 5s 3s 6c	18.000	6.000	Button	194.000	Raise:24.00	4dKd
Turn	6h 5s 3s 6c	96.000	24.000	Button	164.000	Call	4dKd
River	6h 5s 3s 6c Ah	180.000	60.000	Button	140.000	Fold	4dKd
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	2h6s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6d6s
Preflop	-	6.500	2.500	Button	198.000	Call	6d6s
Flop	Ah Ac Jd	16.000	7.000	Button	195.500	Raise:8.50	6d6s
Flop	Ah Ac Jd	63.500	23.500	Button	180.000	Fold	6d6s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	6sJs
Flop	Ts 9h 9c	6.000	0.000	BigBlind	197.000	Raise:3.00	6sJs
Flop	Ts 9h 9c	15.000	3.000	BigBlind	194.000	Fold	6sJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Tc3h
Preflop	-	5.000	1.000	Button	198.000	Call	Tc3h
Flop	Qd Jd 4d	9.000	3.000	Button	197.000	Fold	Tc3h
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	3c7s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5d6h
Preflop	-	5.000	1.000	Button	198.000	Call	5d6h
Flop	Jd 8s 6c	9.000	3.000	Button	197.000	Fold	5d6h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Jc3h
Flop	6d 3c 2s	5.000	0.000	BigBlind	197.500	Check	Jc3h
Flop	6d 3c 2s	7.500	2.500	BigBlind	197.500	Call	Jc3h
Turn	6d 3c 2s Qh	10.000	0.000	BigBlind	195.000	Check	Jc3h
Turn	6d 3c 2s Qh	15.000	5.000	BigBlind	195.000	Call	Jc3h
River	6d 3c 2s Qh Js	20.000	0.000	BigBlind	190.000	Check	Jc3h
River	6d 3c 2s Qh Js	30.000	10.000	BigBlind	190.000	Call	Jc3h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7cJs
Preflop	-	5.000	1.000	Button	198.000	Call	7cJs
Flop	5d 4s 4c	9.000	3.000	Button	197.000	Fold	7cJs
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	Td6s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3d3s
Preflop	-	5.000	1.000	Button	198.000	Call	3d3s
Flop	Ah 5c 2h	9.000	3.000	Button	197.000	Call	3d3s
Turn	Ah 5c 2h Qh	18.000	6.000	Button	194.000	Call	3d3s
River	Ah 5c 2h Qh Kc	36.000	12.000	Button	188.000	Fold	3d3s
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	2d3s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5d8d
Preflop	-	5.000	1.000	Button	198.000	Call	5d8d
Flop	Ad 4h 3c	10.500	4.500	Button	197.000	Raise:10.50	5d8d
Flop	Ad 4h 3c	46.500	10.500	Button	182.000	Call	5d8d
Turn	Ad 4h 3c 8s	85.500	28.500	Button	171.500	Call	5d8d
River	Ad 4h 3c 8s Js	199.500	85.500	Button	143.000	Fold	5d8d
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	QhAs
Preflop	-	20.000	5.000	BigBlind	192.500	Call	QhAs
Flop	Qs Jc 6h	25.000	0.000	BigBlind	187.500	Check	QhAs
Flop	Qs Jc 6h	37.500	12.500	BigBlind	187.500	Call	QhAs
Turn	Qs Jc 6h 3s	50.000	0.000	BigBlind	175.000	Raise:42.50	QhAs
Turn	Qs Jc 6h 3s	177.500	42.500	BigBlind	132.500	Call	QhAs
River	Qs Jc 6h 3s 4h	220.000	0.000	BigBlind	90.000	Raise:90.00	QhAs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6cTc
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	6cTc
Preflop	-	51.000	15.000	Button	182.000	Fold	6cTc
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Jd7s
Flop	Ac 8s 3d	5.000	0.000	BigBlind	197.500	Check	Jd7s
Flop	Ac 8s 3d	7.500	2.500	BigBlind	197.500	Fold	Jd7s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6cKs
Preflop	-	5.000	1.000	Button	198.000	Call	6cKs
Flop	Qh Jh 2h	10.500	4.500	Button	197.000	Call	6cKs
Turn	Qh Jh 2h 5c	26.500	11.500	Button	192.500	Fold	6cKs
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	7h3s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6hAh
Preflop	-	6.500	2.500	Button	198.000	Raise:13.50	6hAh
Preflop	-	53.000	17.000	Button	182.000	Call	6hAh
Flop	Th 9d 9c	122.500	52.500	Button	165.000	Fold	6hAh
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	7c4s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jd8s
Preflop	-	5.000	1.000	Button	198.000	Call	Jd8s
Flop	Kd 6h 4h	10.500	4.500	Button	197.000	Fold	Jd8s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	9dQd
Flop	Th 6d 5d	6.000	0.000	BigBlind	197.000	Check	9dQd
Flop	Th 6d 5d	10.500	4.500	BigBlind	197.000	Call	9dQd
Turn	Th 6d 5d 9c	15.000	0.000	BigBlind	192.500	Check	9dQd
Turn	Th 6d 5d 9c	26.500	11.500	BigBlind	192.500	Call	9dQd
River	Th 6d 5d 9c 2s	38.000	0.000	BigBlind	181.000	Check	9dQd
River	Th 6d 5d 9c 2s	66.500	28.500	BigBlind	181.000	Fold	9dQd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6cTd
Preflop	-	5.000	1.000	Button	198.000	Call	6cTd
Flop	Jh 5h 3d	10.500	4.500	Button	197.000	Fold	6cTd
Preflop	-	4.000	2.000	BigBlind	199.000	Call	6hJh
Flop	Qc 5h 3s	6.000	0.000	BigBlind	197.000	Check	6hJh
Flop	Qc 5h 3s	10.500	4.500	BigBlind	197.000	Fold	6hJh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7h8h
Preflop	-	6.500	2.500	Button	198.000	Call	7h8h
Flop	Qc 7d 3d	13.500	4.500	Button	195.500	Call	7h8h
Turn	Qc 7d 3d 4h	27.000	9.000	Button	191.000	Call	7h8h
River	Qc 7d 3d 4h 8d	54.000	18.000	Button	182.000	Call	7h8h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Kc5h
Flop	Kh Kd Qh	5.000	0.000	BigBlind	197.500	Check	Kc5h
Flop	Kh Kd Qh	9.000	4.000	BigBlind	197.500	Call	Kc5h
Turn	Kh Kd Qh 3d	13.000	0.000	BigBlind	193.500	Check	Kc5h
Turn	Kh Kd Qh 3d	23.000	10.000	BigBlind	193.500	Call	Kc5h
River	Kh Kd Qh 3d 9s	33.000	0.000	BigBlind	183.500	Check	Kc5h
River	Kh Kd Qh 3d 9s	58.000	25.000	BigBlind	183.500	Call	Kc5h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4dTs
Preflop	-	5.000	1.000	Button	198.000	Call	4dTs
Flop	Th 7c 6h	9.000	3.000	Button	197.000	Fold	4dTs
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	8c4h
Preflop	-	1.500	0.500	Button	199.500	Fold	3c9s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	7cTc
Flop	Qs 7s 4s	6.000	0.000	BigBlind	197.000	Check	7cTc
Flop	Qs 7s 4s	10.500	4.500	BigBlind	197.000	Call	7cTc
Turn	Qs 7s 4s Jc	15.000	0.000	BigBlind	192.500	Raise:10.50	7cTc
Turn	Qs 7s 4s Jc	46.500	10.500	BigBlind	182.000	Call	7cTc
River	Qs 7s 4s Jc Th	57.000	0.000	BigBlind	171.500	Raise:7.50	7cTc
River	Qs 7s 4s Jc Th	79.500	7.500	BigBlind	164.000	Call	7cTc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7h9h
Preflop	-	5.000	1.000	Button	198.000	Call	7h9h
Flop	Th 5s 3s	9.000	3.000	Button	197.000	Call	7h9h
Turn	Th 5s 3s 2h	18.000	6.000	Button	194.000	Call	7h9h
River	Th 5s 3s 2h 5h	36.000	12.000	Button	188.000	Raise:24.00	7h9h
River	Th 5s 3s 2h 5h	120.000	24.000	Button	152.000	Call	7h9h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3c5d
Flop	7d 4h 4d	5.000	0.000	BigBlind	197.500	Raise:2.50	3c5d
Flop	7d 4h 4d	12.500	2.500	BigBlind	195.000	Raise:15.00	3c5d
Flop	7d 4h 4d	60.000	15.000	BigBlind	177.500	Call	3c5d
Turn	7d 4h 4d 8h	75.000	0.000	BigBlind	162.500	Check	3c5d
Turn	7d 4h 4d 8h	112.500	37.500	BigBlind	162.500	Fold	3c5d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jc8s
Preflop	-	5.000	1.000	Button	198.000	Fold	Jc8s
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	6d7d
Preflop	-	20.000	5.000	BigBlind	192.500	Call	6d7d
Flop	7h 5h 4d	25.000	0.000	BigBlind	187.500	Raise:10.00	6d7d
Flop	7h 5h 4d	55.000	10.000	BigBlind	177.500	Call	6d7d
Turn	7h 5h 4d 4c	65.000	0.000	BigBlind	167.500	Check	6d7d
Turn	7h 5h 4d 4c	97.500	32.500	BigBlind	167.500	Raise:135.00	6d7d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Qh2s
Preflop	-	5.000	1.000	Button	198.000	Call	Qh2s
Flop	Qs 8h 2d	9.000	3.000	Button	197.000	Call	Qh2s
Turn	Qs 8h 2d 2h	18.000	6.000	Button	194.000	Raise:12.00	Qh2s
Turn	Qs 8h 2d 2h	60.000	12.000	Button	176.000	Call	Qh2s
River	Qs 8h 2d 2h 9s	108.000	36.000	Button	164.000	Raise:128.00	Qh2s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Kc4d
Flop	9c 5s 4h	5.000	0.000	BigBlind	197.500	Check	Kc4d
Flop	9c 5s 4h	9.000	4.000	BigBlind	197.500	Call	Kc4d
Turn	9c 5s 4h Jh	13.000	0.000	BigBlind	193.500	Check	Kc4d
Turn	9c 5s 4h Jh	23.000	10.000	BigBlind	193.500	Fold	Kc4d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7d8d
Preflop	-	5.000	1.000	Button	198.000	Call	7d8d
Flop	Qh Qc 3c	9.000	3.000	Button	197.000	Fold	7d8d
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	JcKs
Preflop	-	20.000	5.000	BigBlind	192.500	Call	JcKs
Flop	Qc 7h 4d	25.000	0.000	BigBlind	187.500	Raise:2.50	JcKs
Flop	Qc 7h 4d	50.500	20.500	BigBlind	185.000	Fold	JcKs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5c7d
Preflop	-	5.000	1.000	Button	198.000	Call	5c7d
Flop	Kh 4d 2h	9.000	3.000	Button	197.000	Call	5c7d
Turn	Kh 4d 2h Ks	18.000	6.000	Button	194.000	Fold	5c7d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Th4s
Flop	6h 6c 5d	5.000	0.000	BigBlind	197.500	Check	Th4s
Flop	6h 6c 5d	7.500	2.500	BigBlind	197.500	Fold	Th4s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Kc3s
Preflop	-	6.500	2.500	Button	198.000	Call	Kc3s
Flop	Ah 8s 5s	16.000	7.000	Button	195.500	Fold	Kc3s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Tc5h
Flop	8h 7h 3h	5.000	0.000	BigBlind	197.500	Check	Tc5h
Flop	8h 7h 3h	9.000	4.000	BigBlind	197.500	Fold	Tc5h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6c7s
Preflop	-	5.000	1.000	Button	198.000	Call	6c7s
Flop	Ts 6h 6d	9.000	3.000	Button	197.000	Raise:12.00	6c7s
Flop	Ts 6h 6d	48.000	12.000	Button	182.000	Call	6c7s
Turn	Ts 6h 6d 3s	90.000	30.000	Button	170.000	Call	6c7s
River	Ts 6h 6d 3s 9c	180.000	60.000	Button	140.000	Call	6c7s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	7hQh
Flop	9d 3d 3c	5.000	0.000	BigBlind	197.500	Check	7hQh
Flop	9d 3d 3c	9.000	4.000	BigBlind	197.500	Fold	7hQh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5d6d
Preflop	-	5.000	1.000	Button	198.000	Call	5d6d
Flop	9c 4d 3s	10.500	4.500	Button	197.000	Call	5d6d
Turn	9c 4d 3s 9d	22.500	7.500	Button	192.500	Raise:12.00	5d6d
Turn	9c 4d 3s 9d	66.000	12.000	Button	173.000	Call	5d6d
River	9c 4d 3s 9d Qc	117.000	39.000	Button	161.000	Fold	5d6d
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	AcKh
Preflop	-	27.000	9.000	BigBlind	191.000	Raise:63.00	AcKh
Preflop	-	236.500	74.500	BigBlind	119.000	Call	AcKh
Flop	Js 8s 6s	311.000	0.000	BigBlind	44.500	Check	AcKh
Flop	Js 8s 6s	355.500	44.500	BigBlind	44.500	Fold	AcKh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4c9d
Preflop	-	5.000	1.000	Button	198.000	Fold	4c9d
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	JhJs
Preflop	-	27.000	9.000	BigBlind	191.000	Raise:63.00	JhJs
Preflop	-	236.500	74.500	BigBlind	119.000	Raise:44.50	JhJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5dJh
Preflop	-	6.500	2.500	Button	198.000	Call	5dJh
Flop	Ks Qc 8d	13.500	4.500	Button	195.500	Fold	5dJh
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	2dJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Ah2s
Preflop	-	5.000	1.000	Button	198.000	Call	Ah2s
Flop	Td 9h 5h	9.000	3.000	Button	197.000	Fold	Ah2s
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	2d8s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4c9d
Preflop	-	5.000	1.000	Button	198.000	Call	4c9d
Flop	As 9h 6d	9.000	3.000	Button	197.000	Fold	4c9d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Jh4s
Flop	Ad Ts Tc	5.000	0.000	BigBlind	197.500	Check	Jh4s
Flop	Ad Ts Tc	9.000	4.000	BigBlind	197.500	Fold	Jh4s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Th6s
Preflop	-	5.000	1.000	Button	198.000	Call	Th6s
Flop	Qh 7h 6h	9.000	3.000	Button	197.000	Call	Th6s
Turn	Qh 7h 6h 2s	18.000	6.000	Button	194.000	Fold	Th6s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	9dJh
Flop	As Kd 2c	5.000	0.000	BigBlind	197.500	Check	9dJh
Flop	As Kd 2c	9.000	4.000	BigBlind	197.500	Fold	9dJh
