hand	heroPosition	heroHole	villainHole	board	winningsChips	winningsBb	decisions	villainObservations	action
1	BigBlind	Ad2s	9c7s	JsTd5c5d6c	1800	18.000	6	7	b200b300c/kb100b200c/kk/kb1300b2600f
2	Button	JsKs	9c4d		100	1.000	1	1	b300f
3	BigBlind	3d9h	6hTs	QsJh7d	300	3.000	2	3	b200b300c/b300f
4	Button	9c3h	7h8s	AdQhJd	250	2.500	2	3	b250c/kb250f
5	BigBlind	7c8h	9c6d		200	2.000	1	2	b200b300f
6	Button	Kc7s	Qh3s		100	1.000	1	1	b300f
7	BigBlind	JdTh	8d7s	AsAc3s8sKd	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
8	Button	6d6s	8cTd	JsTc9h2s7h	-2400	-24.000	4	7	b300c/kb300c/kb600c/kb1200c
9	BigBlind	2c7h	Qc8h		200	2.000	1	2	b200b300f
10	Button	6sJs	QcKc	QhJc4h5s6c	19750	197.500	5	8	b250b750b1250c/kb1900c/kb4750c/kb11850c
11	BigBlind	KcAs	TdAh	Qd7c2c	450	4.500	2	3	b200b450c/b700f
12	Button	TcTd	3hQh	9c8d4d	300	3.000	2	3	b300c/kb450f
13	BigBlind	4cKs	2c5s		50	0.500	0	1	f
14	Button	Ad6h	3d5s	8d8c2h	250	2.500	2	3	b250c/kb400f
15	BigBlind	8sTs	2dQd	9s7d4h	300	3.000	2	3	b200b300c/b300f
16	Button	2cKd	KcTd	Ad9d2h8s	650	6.500	3	5	b250c/kb400c/kb1000f
17	BigBlind	Kc3d	JdTh	KdQdJh9d2s	-1900	-19.000	4	5	b200b300c/b450c/kk/b1150c
18	Button	8d7h	3hTs		100	1.000	1	1	b250f
19	BigBlind	6c9s	9c2h		50	0.500	0	1	f
20	Button	2cKd	5cQh	KcTc8s	250	2.500	2	3	b250c/kb400f
21	BigBlind	Kc5h	8d4s		200	2.000	1	2	b200b300f
22	Button	9cAh	Kh4s		100	1.000	1	1	b300f
23	BigBlind	Ah5s	6hKh	Kd9s5d6c3h	-3000	-30.000	5	6	b200b300c/b300c/kb1200b2400c/kk
24	Button	Td7s	4sQs	9s6c5h5d4c	-1750	-17.500	5	6	b250b750b1250c/kk/kk/b250b500c
25	BigBlind	5dKs	9c2d		50	0.500	0	1	f
26	Button	9d5h	2h9h	KhTh5sTs2d	1500	15.000	4	6	b250c/kb250c/b500b1000c/kk
27	BigBlind	9c5d	3cAs	AdKd5hJs4s	-1100	-11.000	6	7	b200b300c/kb100b200c/kk/kb300b600c
28	Button	5h5s	Qh9s	5d4h2c	300	3.000	2	3	b300c/kb450f
29	BigBlind	3c9h	4s8s	6d5s3hAs2h	-9300	-93.000	5	6	b200b300c/b450c/b750c/kb3900b7800c
30	Button	4cJh	AcJd	Kc7c2c8c9c	-20000	-200.000	6	7	cb300b500c/kk/b1300b2600b10300b18000c/b1500c
31	BigBlind	3h8s	2h3s		50	0.500	0	1	f
32	Button	8dTs	TcAs	Td7h7d2c	1500	15.000	3	5	b250c/b250b500c/b750b1500f
33	BigBlind	KdKh	7c4h		50	0.500	0	1	f
34	Button	4cQd	3c6s	Qs5s2sKd	250	2.500	3	5	ck/kb150c/kb400f
35	BigBlind	9c9d	5c3s		200	2.000	1	2	b200b450f
36	Button	Jd4h	Kc2h	JsTd9h	250	2.500	2	3	b250c/kb400f
37	BigBlind	7cTs	4d9d		200	2.000	1	2	b200b300f
38	Button	6h4s	7cTh	Ac8s5c8h2d	-300	-3.000	4	5	ck/kk/b100b200c/kk
39	BigBlind	6d3h	2c9s		50	0.500	0	1	f
40	Button	3dAs	6hKh	Kd8d4hJh4s	-20000	-200.000	6	6	b300b900b1500c/kk/b300b600b9300b18000b18500c/
41	BigBlind	8sKs	Jh2s		200	2.000	1	2	b200b300f
42	Button	6hAs	JcQd	QcTh5dTs3d	-900	-9.000	4	5	b300c/kk/b300b600c/kk
43	BigBlind	8dJh	3dTs	KcJs7d	300	3.000	2	3	b200b300c/b450f
44	Button	8cTd	5s7s	As8s8d	1250	12.500	3	4	b250b750b1250c/kb1900f
45	BigBlind	8c4s	5cQs	KcJd7d7s2s	-300	-3.000	4	5	b200b300c/kk/kk/kk
46	Button	2c3c	8d3s	7s3d2dKh5c	650	6.500	4	7	ck/kb150c/kb400c/kb1000f
47	BigBlind	9cKs	TcTd	Qd9d2dKhAc	1500	15.000	4	5	b200b300c/b300c/b900c/b2250f
48	Button	Qh3s	Ad2h	Ks9d8c3h	250	2.500	3	4	b250c/kk/kb250f
49	BigBlind	6cKd	5c6h	4s3c2h9c4c	-5400	-54.000	6	7	b200b300c/b300c/kb600b1200c/kb1800b3600c
50	Button	6c8c	9d9h	Tc4h2c5sQc	6300	63.000	5	8	b250b750b1250c/kb1900c/kb3150c/kb9450f
51	BigBlind	4d9d	QhTs	AcJh6c9s5h	600	6.000	4	5	b200b300c/kk/kk/b300c
52	Button	8hKs	6dJs	9d7h4s	250	2.500	2	3	b250c/kb250f
53	BigBlind	6h8h	7cKc	8c4d2hQh	750	7.500	3	4	b200b300c/b450c/b1150f
54	Button	8c4h	2h8h	8s6h5s4s3d	-1050	-10.500	4	7	ck/kb150c/b150b300c/b250b500c
55	BigBlind	2h5s	JcAh	As8d7d	-300	-3.000	3	3	b200b300c/kb900f
56	Button	4c9d	7c6h	AsKh5dJsKd	300	3.000	4	5	ck/kk/b100b200c/kk
57	BigBlind	9h8s	JsAs	Kd3s2c4sQh	-500	-5.000	5	6	b200b300c/kb100b200c/kk/kk
58	Button	4c9h	Qd8s	Jd3s2d5s9d	1200	12.000	5	7	cb300b500c/b100b200c/kk/b500b1000f
59	BigBlind	7d9s	Td5s	KdJd7c	300	3.000	2	3	b200b300c/b300f
60	Button	7dAh	5dJs	Tc4d4c	250	2.500	2	3	b250c/kb400f
61	BigBlind	4c2h	4hAs	AhQd8h3s	1200	12.000	5	6	b200b300c/kb100b200c/kb700b1400f
62	Button	6cQc	2s5s		750	7.500	2	2	b250b750b1250f
63	BigBlind	7sAs	3dKs	Jh6c3h4c9d	-500	-5.000	5	6	b200b300c/kb100b200c/kk/kk
64	Button	4c9c	QhKs	Ac3c2d	500	5.000	3	4	cb300b500c/kb750f
65	BigBlind	5dJh	4cAh	7c6s3s7s8h	-300	-3.000	4	5	b200b300c/kk/kk/kk
66	Button	6dKh	7dJd	Jh6h5d3sAd	-10900	-109.000	5	7	b300c/kb450c/kb1150b4650b10150c/kk
67	BigBlind	Ad7s	6c4d		200	2.000	1	2	b200b300f
68	Button	Jd2h	7d5h	8d2s2d	100	1.000	2	3	ck/kb150f
69	BigBlind	Jc9s	6hKs	8d4c3hKd3s	-300	-3.000	5	5	b200b300c/kk/kk/kb1500f
70	Button	7dKd	4c4d	8d5h3h	1250	12.500	3	4	b250b750b1250c/kb1250f
71	BigBlind	6cQs	4cTc	Ah9s5c	-300	-3.000	3	3	b200b300c/kb900f
72	Button	8d9d	Kh9s	Qd9h7h3dJh	1650	16.500	4	7	b250c/kb400c/kb1000c/kb2500f
73	BigBlind	6h3s	Tc6s	Jd8s8hTd7d	-500	-5.000	5	6	b200b300c/kk/kk/kb100b200c
74	Button	3h5h	9d6s	AdJc7d	500	5.000	2	3	b250c/b250b500f
75	BigBlind	KdQh	4cQc		1800	18.000	2	3	b200b300b1800b3300f
76	Button	9sJs	7c2d		100	1.000	1	1	b250f
77	BigBlind	2d5h	Qc5s	KsTs3hQh4h	-500	-5.000	5	6	b200b300c/kk/kk/kb100b200c
78	Button	TdKs	5c4h	Ts6h2dTc	650	6.500	3	5	b250c/kb400c/kb1000f
79	BigBlind	3s4s	2dJd	Kd4c2hAd2c	-12600	-126.000	6	7	b200b300c/b300c/kb600b1200b6600b12000c/kk
80	Button	5h3s	2s7s	Td8d6cAs4d	-100	-1.000	4	4	ck/kk/kk/kk
81	BigBlind	6cQd	JdJh	QhJcTc7cQc	-20000	-200.000	6	6	b200b300c/kb900b1800c/b2100c/b6300b15800c
82	Button	8hJs	8cJc		750	7.500	2	2	b250b750b1250f
83	BigBlind	2d8h	8cKd	QcTc3s	-300	-3.000	3	3	b200b300c/kb900f
84	Button	4sAs	Th6s		100	1.000	1	1	b300f
85	BigBlind	TdJs	2hTh		200	2.000	1	2	b200b300f
86	Button	8hKh	6cKc	7d7c4cTc2d	-20000	-200.000	6	7	b250b750b1250c/kb1250c/kk/b2000b4000b17500c
87	BigBlind	7dJs	7sQs	8d3s2h4d8h	-500	-5.000	5	6	b200b300c/kk/kb100b200c/kk
88	Button	5h4s	7cKc	9h4h3d	500	5.000	3	4	cb300b500c/kb750f
89	BigBlind	3dJh	4h9s	3s3c2h	300	3.000	2	3	b200b300c/b450f
90	Button	QcTs	8hAs	8s6h4cKdKs	-1250	-12.500	5	5	b250b750b1250c/kk/kk/kk
91	BigBlind	Jc8d	4h9s	9h7h5c	400	4.000	3	4	b200b300c/kb100b200f
92	Button	8d5s	3cAs	JcTc9h8c7d	0	0.000	4	5	ck/kk/kk/kb100c
93	BigBlind	Qd5h	JdQs	As7h5s3dQc	1250	12.500	5	6	b200b300c/kb100b200c/kk/b750c
94	Button	3c3d	JsAs	7c3h2h5c	3150	31.500	4	6	b250b750b1250c/kb1900c/kb4750f
95	BigBlind	AdKh	6s9s	Jc5c3c	1200	12.000	3	4	b200b450c/kb750b1500f
96	Button	JsKs	3sQs	Ah7d2h	300	3.000	2	3	b300c/kb300f
97	BigBlind	Jc6h	3hQh	Th7s4h7d2c	-2100	-21.000	5	6	b200b300c/kb900b1800c/kk/kk
98	Button	KdKs	8hJh	Kh7s2s	300	3.000	2	3	b300c/kb450f
99	BigBlind	4h5s	6hAs	AcTsTd	-300	-3.000	3	3	b200b300c/kb1500f
100	Button	9cJs	JcAd	QhTh2s7c9h	4500	45.000	5	7	b250b750b1250c/kb1250c/kk/b2000b4000f
101	BigBlind	8hTh	3d9d		200	2.000	1	2	b200b300f
102	Button	QdTs	6cQh	KsJcTh9d3s	0	0.000	4	7	b250c/kb400c/kb1000c/kb2500c
103	BigBlind	5d3s	8d2h		50	0.500	0	1	f
104	Button	KcAd	2d4d	7h6d5cTh	750	7.500	3	5	b300c/kb450c/kb750f
105	BigBlind	3dKs	4c6d	9c7c5d4s3s	-1250	-12.500	5	6	b200b300c/kb100b200c/kk/b750c
106	Button	6dQd	7c6h	AcQcJh	250	2.500	2	3	b250c/kb400f
107	BigBlind	4h9s	5dJh	Td9c2s	300	3.000	2	3	b200b300c/b450f
108	Button	9cQc	TsJs	AdKs3cQhQd	-6250	-62.500	5	7	b250b750b1250c/kk/kb1250c/kb3750c
109	BigBlind	6cQs	7cKs	QhTsTh	300	3.000	2	3	b200b300c/b450f
110	Button	8dQs	2cTs		100	1.000	1	1	b250f
111	BigBlind	Jh2s	JdKd	8c4d4c7h9h	-300	-3.000	4	5	b200b300c/kk/kk/kk
112	Button	9dTh	7cJd	TdTc5d	250	2.500	2	3	b250c/kb400f
113	BigBlind	6c4s	4c9s		200	2.000	1	2	b200b300f
114	Button	JhKs	8cJs	Qc8h2s9s6s	-500	-5.000	4	5	b250c/kb250c/kk/kk
115	BigBlind	8sKs	6hQh	5h4c2dQc4s	-8700	-87.000	6	7	b200b300c/kb1500b3000c/kk/kb2700b5400c
116	Button	QcQd	6cKs	AdQs3c	300	3.000	2	3	b300c/kb450f
117	BigBlind	JcAd	Td4h		200	2.000	1	2	b200b450f
118	Button	JhAh	QcTs	QhTc8c5s5c	2700	27.000	4	6	b300c/b300b600c/kk/b1800b3600f
119	BigBlind	6d4s	9h9s	9d7h4d	-3100	-31.000	5	5	b200b300c/kb100b200b1500b2800b19700f
120	Button	Td4h	8h6s		300	3.000	2	2	cb300b500f
121	BigBlind	4d6s	7c8d	AcQs5h	400	4.000	3	4	b200b300c/kb100b200f
122	Button	TcKc	5c3s		100	1.000	1	1	b300f
123	BigBlind	4h5s	AdJh	7c3h3dTs5h	500	5.000	5	6	b200b300c/kb100b200c/kk/b750f
124	Button	9cAc	8c9s	Ad7d3h	300	3.000	2	3	b300c/kb450f
125	BigBlind	Kd4h	9dAs	AdJs6c9cQh	-13900	-139.000	8	9	b200b300c/kb100b200b1500b2800c/kb2300b4600c/kb3100b6200c
126	Button	Ac9h	3cAs	Js7s2s6hKc	1500	15.000	4	6	b300c/kk/b300b600c/b300b600c
127	BigBlind	6hQs	3s8s		200	2.000	1	2	b200b300f
128	Button	QhJs	9cTh	Qc8c2h8h2d	6650	66.500	4	7	b250c/kb400c/b850b1700c/b2150b4300c
129	BigBlind	8dAs	Jh3s		200	2.000	1	2	b200b300f
130	Button	4hKs	6s7s	QdTs9cAd2h	13500	135.000	5	7	b250b750b1250c/b3250b6500c/kk/b5750b11500f
131	BigBlind	Qc9s	8c2h		50	0.500	0	1	f
132	Button	Kc5h	2cTd		100	1.000	1	1	b250f
133	BigBlind	7cKc	Ac4d	9c6d3c	300	3.000	2	3	b200b300c/b450f
134	Button	4d4s	Kd7s	AdQc9c	300	3.000	2	3	b300c/kb300f
135	BigBlind	ThJs	QhQs	AcJc9c8sKc	-3300	-33.000	5	6	b200b300b1800b3300c/kk/kk/kk
136	Button	Ac2s	QcQs	7c5h4d	1500	15.000	3	4	b300b900b1500c/kb2250f
137	BigBlind	4cJd	TdAs	Ts4h2s7d7s	-1500	-15.000	4	5	b200b300c/b450c/b750c/kk
138	Button	2hKs	KcAh	Td8d4c8h7h	-20000	-200.000	4	3	b250b750b1250b6750b12250b20000c///
139	BigBlind	2cKc	5d8d	7c6c4c9h2s	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
140	Button	2dKd	TcKh	As6c5sTdTs	-250	-2.500	4	4	b250c/kk/kk/kk
141	BigBlind	QcAh	5cTd		200	2.000	1	2	b200b450f
142	Button	4c5c	7c7h	Qc9c3hAd6s	-2500	-25.000	5	6	b250b750b1250c/kb1250c/kk/kk
143	BigBlind	6d5s	8d7s	AhJs4h5cJd	750	7.500	4	5	b200b300c/kk/kk/b450c
144	Button	6c7h	6dKd		750	7.500	2	2	b250b750b1250f
145	BigBlind	Tc6d	Qd2h		200	2.000	1	2	b200b300f
146	Button	7cJh	3c4h	QdJc9c	250	2.500	2	3	b250c/kb400f
147	BigBlind	9c8s	2cKd		200	2.000	1	2	b200b300f
148	Button	Kh7s	KcAh	6h6d2c	12250	122.500	4	5	b250b750b1250b6750b12250c/kb7750f
149	BigBlind	4c9d	2dQd	5h5c4h	300	3.000	2	3	b200b300c/b450f
150	Button	TcTh	8d5s		100	1.000	1	1	b300f
151	BigBlind	7c3h	Kc4d	KhJh2dAcKd	-500	-5.000	6	6	b200b300c/kb100b200c/kk/kb700f
152	Button	2dKh	Ah9s	Ts5d4d	250	2.500	2	3	b250c/kb250f
153	BigBlind	Ac6h	JhAh	As7c5dAdQc	-20000	-200.000	5	5	b200b300c/b450c/b1150b2850b7000b19250c/
154	Button	2d6d	2c9c	Qs3c2s8s	650	6.500	3	5	b250c/kb400c/kb1000f
155	BigBlind	8hQs	2h6h	ThTc4h4s7s	1900	19.000	6	7	b200b300c/kb100b200c/kb700b1400c/kk
156	Button	3dQh	4d8d	7h5h3c	250	2.500	2	3	b250c/kb400f
157	BigBlind	5cQh	3d9h		50	0.500	0	1	f
158	Button	Kd5s	Jc3d	AcTs4hKc2s	1250	12.500	4	6	b250c/kk/b250b500c/b250b500c
159	BigBlind	6h2s	TcTh	JsJh8d	-300	-3.000	3	3	b200b300c/kb1500f
160	Button	2hAh	Kh3s		100	1.000	1	1	b300f
161	BigBlind	3c7d	TcTs	Kh9h4s3dJc	1200	12.000	5	6	b200b300c/kk/b300c/kb600b1200f
162	Button	8dAd	9c4d		100	1.000	1	1	b300f
163	BigBlind	Qd5s	Qc2d	AsJd7h8cTs	-500	-5.000	6	6	b200b300c/kk/kb100b200c/kb700f
164	Button	2cQc	4s8s	9d8d3d9s6s	-750	-7.500	4	5	b250c/kk/b250b500c/kk
165	BigBlind	5c8s	Tc8d	Ad9h6c	1800	18.000	4	5	b200b300c/kb100b200b1500b2800f
166	Button	3cJc	QcKd	Qd7s7h7dKh	4500	45.000	5	7	b250b750b1250c/kk/b250b500c/b2750b5500f
167	BigBlind	3hKh	Kc6h	9s8h3c	300	3.000	2	3	b200b300c/b300f
168	Button	5cKc	3hAh		6750	67.500	3	3	b250b750b1250b6750b12250f
169	BigBlind	9c9s	Tc9h	AsAhJcJd4d	-450	-4.500	4	5	b200b450c/kk/kk/kk
170	Button	7dTd	7c2d		100	1.000	1	1	b250f
171	BigBlind	2c6s	4c8s	AcJh3d	400	4.000	3	4	b200b300c/kb100b200f
172	Button	8c5d	TcQd	Kh3s2s9d3h	-250	-2.500	4	4	b250c/kk/kk/kk
173	BigBlind	9sTs	9hAs	Ah8h3sAcKs	-300	-3.000	5	5	b200b300c/kk/kk/kb1500f
174	Button	KcAh	5sAs	Js6d5c3cKh	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
175	BigBlind	4c7s	2c8d		50	0.500	0	1	f
176	Button	7c6h	Kh9s	TsTh9h2sJc	-1250	-12.500	4	6	b250c/kk/b250b500c/b250b500c
177	BigBlind	8cQd	9h7s		200	2.000	1	2	b200b300f
178	Button	3c2h	Qd9s	QhQc2sTd9c	-3800	-38.000	6	8	ck/kb150c/kb250c/kb500b1900b3300b19500f
179	BigBlind	JhAs	5cKs	9c4h4c	450	4.500	2	3	b200b450c/b450f
180	Button	Jc8s	Ah3s	5d4h2dKs7d	-250	-2.500	4	4	b250c/kk/kk/kk
181	BigBlind	9cTc	Th6s	KhTd3s7hQs	1800	18.000	5	6	b200b300c/b300b900b1500c/kk/kk
182	Button	8h3s	2hQs	9s9d7d4cAc	-100	-1.000	4	4	ck/kk/kk/kk
183	BigBlind	4c5d	AhAs	TsTc9cQc3d	-20000	-200.000	6	7	b200b300b1800b3300c/kk/kb7500b15000c/b1700c
184	Button	Jc6s	7h8h	Td3h3dAc4d	12250	122.500	5	6	b250b750b1250c/kk/kk/b5500b11000c
185	BigBlind	QcKs	JdTs	6c3h3d	300	3.000	2	3	b200b300c/b300f
186	Button	4h5s	Jd7s	Qc8d2c3h3s	-250	-2.500	4	4	b250c/kk/kk/kk
187	BigBlind	2cKd	8hKh	7h6c3s8d6h	-3300	-33.000	5	6	b200b300c/kk/kk/kb1500b3000c
188	Button	2c9s	8c2s	Kh4d3s5s8s	-500	-5.000	4	6	ck/kk/b100b200c/b100b200c
189	BigBlind	2d9d	Jc3d		200	2.000	1	2	b200b300f
190	Button	ThTs	7c2h		100	1.000	1	1	b300f
191	BigBlind	Kc2h	KdAs	8c6h5c6cJs	-3300	-33.000	5	6	b200b300b1800b3300c/kk/kk/kk
192	Button	Ac5d	8cKh	8h5s4d	1800	18.000	3	4	b300c/kb450b1500b3400f
193	BigBlind	9hAs	7d8d	Kd8s2hTd7h	-1900	-19.000	6	7	b200b300c/kb100b200c/kk/kb700b1400c
194	Button	TdAh	2d2s	Jh5h5d3d	750	7.500	3	5	b300c/kb450c/kb750f
195	BigBlind	3c9d	6dKh	KdJh9s6h3d	-7450	-74.500	5	6	b200b300c/kk/b300c/b900b3000b6850c
196	Button	4d6d	5d6s	QhJsTh4sQs	500	5.000	4	5	b250c/kk/kk/b250b500f
197	BigBlind	9hKs	Ah5s	QdTs9d	300	3.000	2	3	b200b300c/b300f
198	Button	2d5d	Qh8s		300	3.000	2	2	cb300b500f
199	BigBlind	3cAs	4dKs	9h6h4c6cTs	-600	-6.000	4	5	b200b300c/kk/b300c/kk
200	Button	3d5s	2cTc		300	3.000	2	2	cb300b500f
201	BigBlind	4hTs	9d7h	KdTh9c9s5h	-3300	-33.000	5	6	b200b300c/kk/b300c/b900b1800b2700c
202	Button	6h6s	3h8s		100	1.000	1	1	b300f
203	BigBlind	7sKs	2sAs	KdKc4h	300	3.000	2	3	b200b300c/b450f
204	Button	Kc9h	5cQh	AhKd8s	250	2.500	2	3	b250c/kb400f
205	BigBlind	3dKh	4c9h		200	2.000	1	2	b200b300f
206	Button	Jc7s	Kc9d	Ah4s4dKd3h	1000	10.000	4	6	b250c/kb250c/kk/b500b1000f
207	BigBlind	7c2d	Qd3h		200	2.000	1	2	b200b300f
208	Button	QhAh	3hAs	QsTs4h2c6c	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
209	BigBlind	Jc6s	Qc9d	Ad9c2s5sQd	-1100	-11.000	6	7	b200b300c/kb100b200c/kk/kb300b600c
210	Button	3d8d	8hQs	Ks7h2h6d7c	-700	-7.000	5	6	cb300b500c/b100b200c/kk/kk
211	BigBlind	5cTc	2hAh	8h4h2dAsJh	-1900	-19.000	7	7	b200b300c/kb100b200c/kb700b1400c/kb5300f
212	Button	9cTs	3dAd		6750	67.500	3	3	b250b750b1250b6750b12250f
213	BigBlind	8c4h	6h6s	AhTh5cQcTd	-500	-5.000	5	6	b200b300c/kb100b200c/kk/kk
214	Button	Td6h	5sTs	9d8s5hKh6d	650	6.500	4	5	b250c/kk/kk/kb400c
215	BigBlind	AcQd	3hJh	8h4c2c	450	4.500	2	3	b200b450c/b700f
216	Button	9c8d	AcJh		750	7.500	2	2	b250b750b1250f
217	BigBlind	8c2d	TdJs	Qh9s5d9cQs	-500	-5.000	5	6	b200b300c/kb100b200c/kk/kk
218	Button	7dAd	Td9s		900	9.000	2	2	b300b900b1500f
219	BigBlind	2d6d	7c9s		200	2.000	1	2	b200b300f
220	Button	5sJs	7c7d	Ad7s6hQdKh	-1250	-12.500	5	5	b250b750b1250c/kk/kk/kk
221	BigBlind	Qd2h	KcQh	Tc7c5sJs	5400	54.000	5	6	b200b300c/kb900b1800c/kb3300b6600f
222	Button	Qc3s	Ad9h	KsQsJc9s	650	6.500	3	5	b250c/kb400c/kb1000f
223	BigBlind	9hKs	5hTs		200	2.000	1	2	b200b300f
224	Button	Jd7s	5h8s	Kc3d3c	250	2.500	2	3	b250c/kb250f
225	BigBlind	JdAs	7d8d	AdQcTdTc	1150	11.500	3	4	b200b450c/b700c/b1750f
226	Button	7sKs	Jd4s	AsQc5h	250	2.500	2	3	b250c/kb250f
227	BigBlind	2dJd	3cQs	Kc6c2h	300	3.000	2	3	b200b300c/b300f
228	Button	Ac9s	4d7s		100	1.000	1	1	b300f
229	BigBlind	2dAs	6hJs	QhQc8d	400	4.000	3	4	b200b300c/kb100b200f
230	Button	8hAh	6cKd	QdTd9s	1800	18.000	3	4	b300c/kb300b1500b2700f
231	BigBlind	Jh4s	3hKs	Ac9d2s	300	3.000	2	3	b200b300c/b300f
232	Button	9hAh	8c7h	AsKh7d7cQd	-5650	-56.500	4	7	b300c/b300b600c/kb1350c/kb3400c
233	BigBlind	8d9h	5c4s	AdTc6h4cTs	-300	-3.000	4	5	b200b300c/kk/kk/kk
234	Button	3cTc	4d4s	AcTh2c8h	3150	31.500	4	6	b250b750b1250c/kb1900c/kb4750f
235	BigBlind	6d3h	Ah9s	Kh4c3s6c	750	7.500	3	4	b200b300c/b450c/b1150f
236	Button	Kd4s	3s9s	AdKcQc	250	2.500	2	3	b250c/kb400f
237	BigBlind	7hQs	8d8h	Tc7d3c4dQc	3750	37.500	4	5	b200b300c/b450c/b750c/b2250c
238	Button	QhQs	Jd2h		100	1.000	1	1	b300f
239	BigBlind	2dQs	Ad8h	KcQd7h	300	3.000	2	3	b200b300c/b450f
240	Button	8c3h	Tc2s		100	1.000	1	1	b250f
241	BigBlind	QcAs	Ah2s	QhJdTh	450	4.500	2	3	b200b450c/b700f
242	Button	JdAh	Kd8h	As9h9d	300	3.000	2	3	b300c/kb450f
243	BigBlind	2sTs	3s6s	9d8d7s2c	500	5.000	4	5	b200b300c/kb100b200c/b500f
244	Button	3hAs	Kc8d	KhKdJc7h9c	-3500	-35.000	5	7	b250b750b1250c/b250b500c/kb1750c/kk
245	BigBlind	9c2h	Ad8s	Kd9h5c	300	3.000	2	3	b200b300c/b300f
246	Button	8s9s	9c7s		750	7.500	2	2	b250b750b1250f
247	BigBlind	3cQh	Qc3s	Jc5s2c	400	4.000	3	4	b200b300c/kb100b200f
248	Button	5d2s	2cAs	QsJs2h9d4c	2350	23.500	4	7	b250c/kb400c/b850b1700c/kb2350f
249	BigBlind	2dKd	6h4s		200	2.000	1	2	b200b300f
250	Button	2d3h	JcTh	Kh8s6hAc8h	-750	-7.500	4	5	b250c/kk/b250b500c/kk
251	BigBlind	Jd9h	5d4s	Kh7h3sQcAs	1800	18.000	5	6	b200b300c/kk/kk/kb1500b3000f
252	Button	9c6d	Qc8s	KcJcTs8dTh	-250	-2.500	4	4	b250c/kk/kk/kk
253	BigBlind	6d7d	2hAh	7c3d2cTd4h	3800	38.000	4	5	b200b300c/b450c/b1150c/b1900c
254	Button	3d4h	9hTh	Jc5s2sAs	700	7.000	4	6	cb300b500c/b100b200c/kb1050f
255	BigBlind	4dJh	4cQh	6s2h2dKhKs	-500	-5.000	5	6	b200b300c/kb100b200c/kk/kk
256	Button	3h3s	9cQc	AcTd3c6hJd	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
257	BigBlind	Jc8h	ThJs	6c5s4hQh	400	4.000	4	5	b200b300c/kk/kb100b200f
258	Button	5dAd	2d9d		100	1.000	1	1	b300f
259	BigBlind	7c6h	8c9s	AhTd2sQh3c	-500	-5.000	6	6	b200b300c/kb100b200c/kk/kb1300f
260	Button	8d3h	Ah3s	Kh6d5dAs6h	-300	-3.000	4	5	ck/kk/b100b200c/kk
261	BigBlind	3c9c	9dQh	QdJc3h2cAs	-1200	-12.000	4	5	b200b300c/b300c/b600c/kk
262	Button	5cJh	Kc6d	Ad7c5h	500	5.000	2	3	b250c/b250b500f
263	BigBlind	8d6h	8h6s		200	2.000	1	2	b200b300f
264	Button	7cJc	5hQh		750	7.500	2	2	b250b750b1250f
265	BigBlind	5cAh	8d2h		50	0.500	0	1	f
266	Button	9sAs	4c8h		100	1.000	1	1	b300f
267	BigBlind	6c4s	6hKh	AcKsQs2cTs	-300	-3.000	4	5	b200b300c/kk/kk/kk
268	Button	5sQs	9c7h	Kh7d6s6hJc	-1750	-17.500	5	6	b250b750b1250c/b250b500c/kk/kk
269	BigBlind	JcAh	5d8h	KcJh3c	450	4.500	2	3	b200b450c/b450f
270	Button	5h8s	QcAd	Ac9c2sKsKc	-3250	-32.500	5	6	b250b750b1250c/kk/b1000b2000c/kk
271	BigBlind	Ac4h	5d7d	Tc8s2sAs	500	5.000	4	5	b200b300c/kb100b200c/b500f
272	Button	7dAd	4c5c	8s7s7h	300	3.000	2	3	b300c/kb450f
273	BigBlind	2cKs	Th5s	Kc5h2h	300	3.000	2	3	b200b300c/b450f
274	Button	Jd2h	Kc9d	Ac7h4s5s	500	5.000	3	4	b250c/kk/b250b500f
275	BigBlind	Tc3d	QdJs	Ac6c4h3h	300	3.000	3	4	b200b300c/kk/b300f
276	Button	QhAs	2s3s		100	1.000	1	1	b300f
277	BigBlind	3c9c	KcTd	KhJhJcAsKs	-18500	-185.000	7	8	b200b300c/kb100b200c/kk/kb1300b2600b10300b18000c
278	Button	9d2s	6c5d		300	3.000	2	2	cb300b500f
279	BigBlind	2dJd	JsKs	6c3h2h	300	3.000	2	3	b200b300c/b450f
280	Button	9h2s	2h9s		100	1.000	1	1	b250f
281	BigBlind	7c5h	Ac6d	AdQs6s6c5d	-8700	-87.000	7	7	b200b300c/kb900b1800c/kb3300b6600c/kb11300f
282	Button	6sJs	AdQs	Qc7h5hKh9h	-7750	-77.500	5	6	b250b750b1250c/kk/b3250b6500c/kk
283	BigBlind	7c5s	2d6h		50	0.500	0	1	f
284	Button	5h8h	3cAh	QsJc4c9dTs	500	5.000	4	5	b250c/kk/kk/b250b500f
285	BigBlind	Jh3s	QcJs	8h4d2s5h	800	8.000	5	6	b200b300c/kb100b200c/kb300b600f
