street	board	potBefore	toCall	position	stackBefore	action	holeCards
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	TsKs
Preflop	-	20.000	5.000	BigBlind	192.500	Call	TsKs
Flop	8h 8d 7d	25.000	0.000	BigBlind	187.500	Check	TsKs
Flop	8h 8d 7d	37.500	12.500	BigBlind	187.500	Fold	TsKs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9c7d
Preflop	-	5.000	1.000	Button	198.000	Call	9c7d
Flop	Kd Th 5h	10.500	4.500	Button	197.000	Fold	9c7d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	4h9s
Flop	Ah 4c 2h	5.000	0.000	BigBlind	197.500	Raise:2.50	4h9s
Flop	Ah 4c 2h	12.500	2.500	BigBlind	195.000	Call	4h9s
Turn	Ah 4c 2h 8h	15.000	0.000	BigBlind	192.500	Raise:7.50	4h9s
Turn	Ah 4c 2h 8h	37.500	7.500	BigBlind	185.000	Call	4h9s
River	Ah 4c 2h 8h As	45.000	0.000	BigBlind	177.500	Check	4h9s
River	Ah 4c 2h 8h As	67.500	22.500	BigBlind	177.500	Fold	4h9s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7cJc
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	7cJc
Preflop	-	51.000	15.000	Button	182.000	Fold	7cJc
Preflop	-	3.500	1.500	BigBlind	199.000	Call	7cAd
Flop	Ks 6c 4h	5.000	0.000	BigBlind	197.500	Check	7cAd
Flop	Ks 6c 4h	9.000	4.000	BigBlind	197.500	Fold	7cAd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4cJd
Preflop	-	5.000	1.000	Button	198.000	Fold	4cJd
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	5c3d
Preflop	-	1.500	0.500	Button	199.500	Fold	4h2s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	4dTs
Flop	Qh Js 3h	5.000	0.000	BigBlind	197.500	Check	4dTs
Flop	Qh Js 3h	9.000	4.000	BigBlind	197.500	Fold	4dTs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7dJs
Preflop	-	5.000	1.000	Button	198.000	Call	7dJs
Flop	Jh 7h 4d	10.500	4.500	Button	197.000	Raise:4.50	7dJs
Flop	Jh 7h 4d	28.500	4.500	Button	188.000	Call	7dJs
Turn	Jh 7h 4d 7c	49.500	16.500	Button	183.500	Raise:39.00	7dJs
Turn	Jh 7h 4d 7c	183.000	39.000	Button	128.000	Raise:89.00	7dJs
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	2d6d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jd3h
Preflop	-	5.000	1.000	Button	198.000	Call	Jd3h
Flop	As 9d 3d	10.500	4.500	Button	197.000	Fold	Jd3h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	8dKd
Flop	Qs 3s 2d	6.000	0.000	BigBlind	197.000	Check	8dKd
Flop	Qs 3s 2d	10.500	4.500	BigBlind	197.000	Call	8dKd
Turn	Qs 3s 2d 6d	15.000	0.000	BigBlind	192.500	Check	8dKd
Turn	Qs 3s 2d 6d	26.500	11.500	BigBlind	192.500	Call	8dKd
River	Qs 3s 2d 6d 7c	38.000	0.000	BigBlind	181.000	Check	8dKd
River	Qs 3s 2d 6d 7c	66.500	28.500	BigBlind	181.000	Fold	8dKd
Preflop	-	1.500	0.500	Button	199.500	Fold	2d7h
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	6d3h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Tc2d
Preflop	-	5.000	1.000	Button	198.000	Call	Tc2d
Flop	Ts 8h 3s	9.000	3.000	Button	197.000	Fold	Tc2d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Jc9h
Flop	Kh 6c 2s	5.000	0.000	BigBlind	197.500	Check	Jc9h
Flop	Kh 6c 2s	9.000	4.000	BigBlind	197.500	Fold	Jc9h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9h4s
Preflop	-	5.000	1.000	Button	198.000	Call	9h4s
Flop	Kc Js 5c	10.500	4.500	Button	197.000	Fold	9h4s
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	Jc3s
Preflop	-	1.500	0.500	Button	199.500	Fold	8c3s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	5d3s
Flop	9d 5s 2s	5.000	0.000	BigBlind	197.500	Check	5d3s
Flop	9d 5s 2s	9.000	4.000	BigBlind	197.500	Raise:8.50	5d3s
Flop	9d 5s 2s	46.000	16.000	BigBlind	185.000	Call	5d3s
Turn	9d 5s 2s 8h	62.000	0.000	BigBlind	169.000	Check	5d3s
Turn	9d 5s 2s 8h	108.500	46.500	BigBlind	169.000	Fold	5d3s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4h6s
Preflop	-	6.500	2.500	Button	198.000	Fold	4h6s
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	Qd3s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7d6s
Preflop	-	5.000	1.000	Button	198.000	Call	7d6s
Flop	Ah Kh 8s	9.000	3.000	Button	197.000	Call	7d6s
Turn	Ah Kh 8s 8c	18.000	6.000	Button	194.000	Fold	7d6s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3c5d
Flop	Qh Qc 7d	5.000	0.000	BigBlind	197.500	Check	3c5d
Flop	Qh Qc 7d	9.000	4.000	BigBlind	197.500	Fold	3c5d
Preflop	-	1.500	0.500	Button	199.500	Fold	2d3s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	4cQs
Flop	9c 8d 6h	5.000	0.000	BigBlind	197.500	Check	4cQs
Flop	9c 8d 6h	7.500	2.500	BigBlind	197.500	Fold	4cQs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3c8c
Preflop	-	5.000	1.000	Button	198.000	Call	3c8c
Flop	Js 5d 2s	10.500	4.500	Button	197.000	Fold	3c8c
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Ac6d
Flop	Jh 9s 2c	5.000	0.000	BigBlind	197.500	Check	Ac6d
Flop	Jh 9s 2c	9.000	4.000	BigBlind	197.500	Fold	Ac6d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7cAh
Preflop	-	5.000	1.000	Button	198.000	Call	7cAh
Flop	Kd Kc 2d	9.000	3.000	Button	197.000	Raise:6.00	7cAh
Flop	Kd Kc 2d	30.000	6.000	Button	188.000	Fold	7cAh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	TdAh
Flop	Ad 9d 8d	5.000	0.000	BigBlind	197.500	Check	TdAh
Flop	Ad 9d 8d	7.500	2.500	BigBlind	197.500	Call	TdAh
Turn	Ad 9d 8d 7d	10.000	0.000	BigBlind	195.000	Check	TdAh
Turn	Ad 9d 8d 7d	15.000	5.000	BigBlind	195.000	Call	TdAh
River	Ad 9d 8d 7d 2h	20.000	0.000	BigBlind	190.000	Check	TdAh
River	Ad 9d 8d 7d 2h	30.000	10.000	BigBlind	190.000	Call	TdAh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8dTh
Preflop	-	5.000	1.000	Button	198.000	Call	8dTh
Flop	5h 2d 2c	9.000	3.000	Button	197.000	Fold	8dTh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Ad9h
Flop	9s 6s 5c	5.000	0.000	BigBlind	197.500	Check	Ad9h
Flop	9s 6s 5c	7.500	2.500	BigBlind	197.500	Call	Ad9h
Turn	9s 6s 5c 9d	10.000	0.000	BigBlind	195.000	Check	Ad9h
Turn	9s 6s 5c 9d	15.000	5.000	BigBlind	195.000	Call	Ad9h
River	9s 6s 5c 9d 2c	20.000	0.000	BigBlind	190.000	Raise:10.00	Ad9h
River	9s 6s 5c 9d 2c	50.000	10.000	BigBlind	180.000	Call	Ad9h
Preflop	-	1.500	0.500	Button	199.500	Fold	7d2h
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	8cKs
Preflop	-	20.000	5.000	BigBlind	192.500	Fold	8cKs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Ac5s
Preflop	-	5.000	1.000	Button	198.000	Call	Ac5s
Flop	Qc 9c 7d	10.500	4.500	Button	197.000	Raise:19.50	Ac5s
Flop	Qc 9c 7d	80.000	26.000	Button	173.000	Call	Ac5s
Turn	Qc 9c 7d Kc	185.500	79.500	Button	147.000	Call	Ac5s
River	Qc 9c 7d Kc Qs	332.500	67.500	Button	67.500	Fold	Ac5s
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	AcKd
Preflop	-	27.000	9.000	BigBlind	191.000	Raise:63.00	AcKd
Preflop	-	236.500	74.500	BigBlind	119.000	Call	AcKd
Flop	Qh Qd 7c	311.000	0.000	BigBlind	44.500	Raise:44.50	AcKd
Preflop	-	1.500	0.500	Button	199.500	Fold	9h3s
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	8h8s
Preflop	-	27.000	9.000	BigBlind	191.000	Call	8h8s
Flop	As 3d 2c	36.000	0.000	BigBlind	182.000	Check	8h8s
Flop	As 3d 2c	63.000	27.000	BigBlind	182.000	Fold	8h8s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	TdKd
Preflop	-	5.000	1.000	Button	198.000	Call	TdKd
Flop	6h 5c 4h	9.000	3.000	Button	197.000	Fold	TdKd
Preflop	-	4.000	2.000	BigBlind	199.000	Call	2s5s
Flop	Kc 8s 4h	6.000	0.000	BigBlind	197.000	Raise:3.00	2s5s
Flop	Kc 8s 4h	19.000	7.000	BigBlind	194.000	Fold	2s5s
Preflop	-	1.500	0.500	Button	199.500	Fold	7d2h
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	Jd3h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	KcQs
Preflop	-	5.000	1.000	Button	198.000	Call	KcQs
Flop	5h 3d 2s	9.000	3.000	Button	197.000	Fold	KcQs
Preflop	-	4.000	2.000	BigBlind	199.000	Call	7cTs
Flop	Kc Tc 4c	6.000	0.000	BigBlind	197.000	Check	7cTs
Flop	Kc Tc 4c	10.500	4.500	BigBlind	197.000	Call	7cTs
Turn	Kc Tc 4c Ks	15.000	0.000	BigBlind	192.500	Check	7cTs
Turn	Kc Tc 4c Ks	26.500	11.500	BigBlind	192.500	Call	7cTs
River	Kc Tc 4c Ks Qs	38.000	0.000	BigBlind	181.000	Check	7cTs
River	Kc Tc 4c Ks Qs	66.500	28.500	BigBlind	181.000	Call	7cTs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Kd7s
Preflop	-	5.000	1.000	Button	198.000	Call	Kd7s
Flop	Ts 5d 3d	9.000	3.000	Button	197.000	Fold	Kd7s
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	Tc3h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	KcJs
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	KcJs
Preflop	-	51.000	15.000	Button	182.000	Fold	KcJs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	7cJh
Flop	Th 5c 4d	5.000	0.000	BigBlind	197.500	Check	7cJh
Flop	Th 5c 4d	7.500	2.500	BigBlind	197.500	Fold	7cJh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4c8c
Preflop	-	5.000	1.000	Button	198.000	Fold	4c8c
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	3c7c
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jd8s
Preflop	-	5.000	1.000	Button	198.000	Fold	Jd8s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3cQc
Flop	Kc 8c 4c	5.000	0.000	BigBlind	197.500	Raise:2.50	3cQc
Flop	Kc 8c 4c	12.500	2.500	BigBlind	195.000	Raise:15.00	3cQc
Flop	Kc 8c 4c	60.000	15.000	BigBlind	177.500	Raise:162.50	3cQc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	KcTh
Preflop	-	5.000	1.000	Button	198.000	Call	KcTh
Flop	Ks 7d 3d	9.000	3.000	Button	197.000	Call	KcTh
Turn	Ks 7d 3d 2d	18.000	6.000	Button	194.000	Call	KcTh
River	Ks 7d 3d 2d Kh	36.000	12.000	Button	188.000	Call	KcTh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	6c7d
Flop	Jh 5s 2d	5.000	0.000	BigBlind	197.500	Check	6c7d
Flop	Jh 5s 2d	9.000	4.000	BigBlind	197.500	Fold	6c7d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6hAh
Preflop	-	6.500	2.500	Button	198.000	Raise:13.50	6hAh
Preflop	-	53.000	17.000	Button	182.000	Call	6hAh
Flop	Tc 9h 3c	105.000	35.000	Button	165.000	Fold	6hAh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Qc3s
Flop	Ah 4d 2h	5.000	0.000	BigBlind	197.500	Check	Qc3s
Flop	Ah 4d 2h	9.000	4.000	BigBlind	197.500	Fold	Qc3s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Kc9h
Preflop	-	5.000	1.000	Button	198.000	Call	Kc9h
Flop	Jd 8c 3d	9.000	3.000	Button	197.000	Fold	Kc9h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	4c3d
Flop	9s 2d 2c	5.000	0.000	BigBlind	197.500	Check	4c3d
Flop	9s 2d 2c	7.500	2.500	BigBlind	197.500	Fold	4c3d
Preflop	-	1.500	0.500	Button	199.500	Fold	5c2s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Ad5h
Flop	9s 8c 6h	5.000	0.000	BigBlind	197.500	Check	Ad5h
Flop	9s 8c 6h	9.000	4.000	BigBlind	197.500	Fold	Ad5h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6cQc
Preflop	-	5.000	1.000	Button	198.000	Call	6cQc
Flop	Kc 5s 4c	9.000	3.000	Button	197.000	Raise:6.00	6cQc
Flop	Kc 5s 4c	30.000	6.000	Button	188.000	Call	6cQc
Turn	Kc 5s 4c 8d	54.000	18.000	Button	182.000	Raise:164.00	6cQc
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	2cTs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9c7d
Preflop	-	6.500	2.500	Button	198.000	Fold	9c7d
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	2d3d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3cTs
Preflop	-	5.000	1.000	Button	198.000	Fold	3cTs
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	9d4h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4c5h
Preflop	-	5.000	1.000	Button	198.000	Call	4c5h
Flop	As Js 9s	9.000	3.000	Button	197.000	Call	4c5h
Turn	As Js 9s Th	18.000	6.000	Button	194.000	Fold	4c5h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3cQc
Flop	7s 3d 2c	5.000	0.000	BigBlind	197.500	Check	3cQc
Flop	7s 3d 2c	9.000	4.000	BigBlind	197.500	Raise:4.00	3cQc
Flop	7s 3d 2c	34.000	13.000	BigBlind	189.500	Call	3cQc
Turn	7s 3d 2c 4d	47.000	0.000	BigBlind	176.500	Check	3cQc
Turn	7s 3d 2c 4d	82.500	35.500	BigBlind	176.500	Fold	3cQc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6dQd
Preflop	-	5.000	1.000	Button	198.000	Call	6dQd
Flop	Qc 9c 8c	10.500	4.500	Button	197.000	Call	6dQd
Turn	Qc 9c 8c 4h	22.500	7.500	Button	192.500	Call	6dQd
River	Qc 9c 8c 4h 7d	45.000	15.000	Button	185.000	Raise:78.00	6dQd
Preflop	-	4.000	2.000	BigBlind	199.000	Call	8hKh
Flop	Kd Ts Td	6.000	0.000	BigBlind	197.000	Check	8hKh
Flop	Kd Ts Td	10.500	4.500	BigBlind	197.000	Call	8hKh
Turn	Kd Ts Td 7h	15.000	0.000	BigBlind	192.500	Check	8hKh
Turn	Kd Ts Td 7h	26.500	11.500	BigBlind	192.500	Call	8hKh
River	Kd Ts Td 7h 9s	38.000	0.000	BigBlind	181.000	Check	8hKh
River	Kd Ts Td 7h 9s	66.500	28.500	BigBlind	181.000	Call	8hKh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8dQh
Preflop	-	6.500	2.500	Button	198.000	Call	8dQh
Flop	8s 3s 3h	16.000	7.000	Button	195.500	Call	8dQh
Turn	8s 3s 3h 9s	34.500	11.500	Button	188.500	Raise:17.00	8dQh
Turn	8s 3s 3h 9s	97.000	17.000	Button	160.000	Call	8dQh
River	8s 3s 3h 9s 5h	171.000	57.000	Button	143.000	Fold	8dQh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3s9s
Flop	Kd Js 3c	5.000	0.000	BigBlind	197.500	Check	3s9s
Flop	Kd Js 3c	9.000	4.000	BigBlind	197.500	Call	3s9s
Turn	Kd Js 3c Ah	13.000	0.000	BigBlind	193.500	Check	3s9s
Turn	Kd Js 3c Ah	23.000	10.000	BigBlind	193.500	Fold	3s9s
Preflop	-	1.500	0.500	Button	199.500	Fold	4c7h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	8c7d
Flop	9h 6c 5h	5.000	0.000	BigBlind	197.500	Check	8c7d
Flop	9h 6c 5h	9.000	4.000	BigBlind	197.500	Raise:8.50	8c7d
Flop	9h 6c 5h	46.000	16.000	BigBlind	185.000	Call	8c7d
Turn	9h 6c 5h 6s	62.000	0.000	BigBlind	169.000	Raise:59.00	8c7d
Turn	9h 6c 5h 6s	239.000	59.000	BigBlind	110.000	Call	8c7d
River	9h 6c 5h 6s 3d	298.000	0.000	BigBlind	51.000	Raise:51.00	8c7d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Qd2s
Preflop	-	6.500	2.500	Button	198.000	Fold	Qd2s
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	2d7s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7c9d
Preflop	-	6.500	2.500	Button	198.000	Fold	7c9d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Jh7s
Flop	Ad 9d 3d	5.000	0.000	BigBlind	197.500	Check	Jh7s
Flop	Ad 9d 3d	9.000	4.000	BigBlind	197.500	Fold	Jh7s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7hQs
Preflop	-	5.000	1.000	Button	198.000	Fold	7hQs
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	4c8h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4cQc
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	4cQc
Preflop	-	51.000	15.000	Button	182.000	Fold	4cQc
Preflop	-	3.500	1.500	BigBlind	199.000	Call	TcAh
Flop	8s 8d 6d	5.000	0.000	BigBlind	197.500	Check	TcAh
Flop	8s 8d 6d	9.000	4.000	BigBlind	197.500	Call	TcAh
Turn	8s 8d 6d Qs	13.000	0.000	BigBlind	193.500	Check	TcAh
Turn	8s 8d 6d Qs	23.000	10.000	BigBlind	193.500	Call	TcAh
River	8s 8d 6d Qs 9c	33.000	0.000	BigBlind	183.500	Check	TcAh
River	8s 8d 6d Qs 9c	58.000	25.000	BigBlind	183.500	Fold	TcAh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jd2s
Preflop	-	5.000	1.000	Button	198.000	Fold	Jd2s
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	6sQs
Preflop	-	20.000	5.000	BigBlind	192.500	Call	6sQs
Flop	Qc Js Jd	25.000	0.000	BigBlind	187.500	Check	6sQs
Flop	Qc Js Jd	44.000	19.000	BigBlind	187.500	Call	6sQs
Turn	Qc Js Jd 4h	63.000	0.000	BigBlind	168.500	Check	6sQs
Turn	Qc Js Jd 4h	110.500	47.500	BigBlind	168.500	Call	6sQs
River	Qc Js Jd 4h 5s	158.000	0.000	BigBlind	121.000	Check	6sQs
River	Qc Js Jd 4h 5s	276.500	118.500	BigBlind	121.000	Call	6sQs
Preflop	-	1.500	0.500	Button	199.500	Fold	2c3d
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	QdJs
Preflop	-	20.000	5.000	BigBlind	192.500	Call	QdJs
Flop	Ts 3d 2s	25.000	0.000	BigBlind	187.500	Raise:2.50	QdJs
Flop	Ts 3d 2s	32.500	2.500	BigBlind	185.000	Call	QdJs
Turn	Ts 3d 2s 9s	35.000	0.000	BigBlind	182.500	Raise:12.50	QdJs
Turn	Ts 3d 2s 9s	72.500	12.500	BigBlind	170.000	Call	QdJs
River	Ts 3d 2s 9s Ad	85.000	0.000	BigBlind	157.500	Raise:17.50	QdJs
River	Ts 3d 2s 9s Ad	137.500	17.500	BigBlind	140.000	Fold	QdJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2cAh
Preflop	-	6.500	2.500	Button	198.000	Call	2cAh
Flop	Jc 9d 4h	13.500	4.500	Button	195.500	Fold	2cAh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	5hTs
Flop	Kd Tc 9d	5.000	0.000	BigBlind	197.500	Check	5hTs
Flop	Kd Tc 9d	7.500	2.500	BigBlind	197.500	Fold	5hTs
Preflop	-	1.500	0.500	Button	199.500	Fold	8h2s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	9h8s
Flop	9s 6h 5d	6.000	0.000	BigBlind	197.000	Check	9h8s
Flop	9s 6h 5d	10.500	4.500	BigBlind	197.000	Call	9h8s
Turn	9s 6h 5d 3d	15.000	0.000	BigBlind	192.500	Check	9h8s
Turn	9s 6h 5d 3d	26.500	11.500	BigBlind	192.500	Call	9h8s
River	9s 6h 5d 3d 4h	38.000	0.000	BigBlind	181.000	Check	9h8s
River	9s 6h 5d 3d 4h	66.500	28.500	BigBlind	181.000	Fold	9h8s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7sKs
Preflop	-	6.500	2.500	Button	198.000	Call	7sKs
Flop	Tc 9d 8c	13.500	4.500	Button	195.500	Call	7sKs
Turn	Tc 9d 8c 7h	27.000	9.000	Button	191.000	Fold	7sKs
Preflop	-	4.000	2.000	BigBlind	199.000	Call	3c4c
Flop	9s 3d 2c	6.000	0.000	BigBlind	197.000	Check	3c4c
Flop	9s 3d 2c	10.500	4.500	BigBlind	197.000	Call	3c4c
Turn	9s 3d 2c 4s	15.000	0.000	BigBlind	192.500	Raise:10.50	3c4c
Turn	9s 3d 2c 4s	55.000	19.000	BigBlind	182.000	Call	3c4c
River	9s 3d 2c 4s 5s	74.000	0.000	BigBlind	163.000	Check	3c4c
River	9s 3d 2c 4s 5s	129.500	55.500	BigBlind	163.000	Call	3c4c
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3dAh
Preflop	-	5.000	1.000	Button	198.000	Call	3dAh
Flop	Ad 8s 5s	9.000	3.000	Button	197.000	Call	3dAh
Turn	Ad 8s 5s 8d	18.000	6.000	Button	194.000	Call	3dAh
River	Ad 8s 5s 8d Th	36.000	12.000	Button	188.000	Call	3dAh
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	QcJd
Preflop	-	20.000	5.000	BigBlind	192.500	Fold	QcJd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6d6s
Preflop	-	5.000	1.000	Button	198.000	Call	6d6s
Flop	Kh 5s 3d	9.000	3.000	Button	197.000	Call	6d6s
Turn	Kh 5s 3d Ad	18.000	6.000	Button	194.000	Fold	6d6s
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	3s8s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Kc9d
Preflop	-	5.000	1.000	Button	198.000	Call	Kc9d
Flop	Td 9h 9c	10.500	4.500	Button	197.000	Call	Kc9d
Turn	Td 9h 9c 5h	26.500	11.500	Button	192.500	Raise:17.00	Kc9d
Turn	Td 9h 9c 5h	113.500	41.500	Button	164.000	Raise:122.50	Kc9d
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	9h9s
Preflop	-	20.000	5.000	BigBlind	192.500	Call	9h9s
Flop	As Th 6h	25.000	0.000	BigBlind	187.500	Check	9h9s
Flop	As Th 6h	37.500	12.500	BigBlind	187.500	Fold	9h9s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5hTs
Preflop	-	5.000	1.000	Button	198.000	Fold	5hTs
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	4c7h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Td6h
Preflop	-	6.500	2.500	Button	198.000	Call	Td6h
Flop	Qc 6s 4c	16.000	7.000	Button	195.500	Fold	Td6h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	8hKs
Flop	4s 4c 3s	6.000	0.000	BigBlind	197.000	Raise:3.00	8hKs
Flop	4s 4c 3s	15.000	3.000	BigBlind	194.000	Call	8hKs
Turn	4s 4c 3s As	18.000	0.000	BigBlind	191.000	Raise:9.00	8hKs
Turn	4s 4c 3s As	56.500	20.500	BigBlind	182.000	Fold	8hKs
Preflop	-	1.500	0.500	Button	199.500	Fold	6h2s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Jc9d
Flop	Th 6h 5h	5.000	0.000	BigBlind	197.500	Check	Jc9d
Flop	Th 6h 5h	9.000	4.000	BigBlind	197.500	Fold	Jc9d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4d6d
Preflop	-	5.000	1.000	Button	198.000	Call	4d6d
Flop	Kh Th 9h	9.000	3.000	Button	197.000	Fold	4d6d
Preflop	-	4.000	2.000	BigBlind	199.000	Call	6c8d
Flop	Ac 9d 3c	6.000	0.000	BigBlind	197.000	Check	6c8d
Flop	Ac 9d 3c	10.500	4.500	BigBlind	197.000	Fold	6c8d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3d3h
Preflop	-	6.500	2.500	Button	198.000	Call	3d3h
Flop	Ah 9d 5h	16.000	7.000	Button	195.500	Call	3d3h
Turn	Ah 9d 5h 8s	40.500	17.500	Button	188.500	Fold	3d3h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	TdQd
Flop	As 7s 6d	6.000	0.000	BigBlind	197.000	Raise:3.00	TdQd
Flop	As 7s 6d	15.000	3.000	BigBlind	194.000	Fold	TdQd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2c6c
Preflop	-	5.000	1.000	Button	198.000	Fold	2c6c
Preflop	-	4.000	2.000	BigBlind	199.000	Call	8cTd
Flop	Kh Qs 6c	6.000	0.000	BigBlind	197.000	Check	8cTd
Flop	Kh Qs 6c	10.500	4.500	BigBlind	197.000	Fold	8cTd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2d7d
Preflop	-	5.000	1.000	Button	198.000	Fold	2d7d
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	4d6s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jc6d
Preflop	-	5.000	1.000	Button	198.000	Fold	Jc6d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	7h8s
Flop	Kd Qc Td	5.000	0.000	BigBlind	197.500	Check	7h8s
Flop	Kd Qc Td	9.000	4.000	BigBlind	197.500	Fold	7h8s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2cTs
Preflop	-	6.500	2.500	Button	198.000	Call	2cTs
Flop	Ad Kc Qh	13.500	4.500	Button	195.500	Call	2cTs
Turn	Ad Kc Qh Ac	27.000	9.000	Button	191.000	Fold	2cTs
Preflop	-	4.000	2.000	BigBlind	199.000	Call	2dAh
Flop	Ad Tc 3h	6.000	0.000	BigBlind	197.000	Check	2dAh
Flop	Ad Tc 3h	10.500	4.500	BigBlind	197.000	Call	2dAh
Turn	Ad Tc 3h 6c	15.000	0.000	BigBlind	192.500	Check	2dAh
Turn	Ad Tc 3h 6c	26.500	11.500	BigBlind	192.500	Call	2dAh
